id,title,filtered_words_str,label
F078,Aliens Confirmed by Sources,score various morning central involve. treatment house sea set necessary. — shocking claims aliens surface internet.,FAKE
R105,New Report on Budget Report,century figure material. experts discuss ongoing developments budget report.,REAL
F196,Government Cover-Up Confirmed by Sources,thousand road south hit section former. chance former professional go away goal. — shocking claims government cover-up surface internet.,FAKE
F118,Immortal Jellyfish Confirmed by Sources,east five suggest protect. media seven threat. — shocking claims immortal jellyfish surface internet.,FAKE
F077,Secret Cure Confirmed by Sources,street prove assume go social arm. born billion push player enough. — shocking claims secret cure surface internet.,FAKE
F070,Government Cover-Up Confirmed by Sources,wind difficult cost road vote. never per future individual occur medical behind sound. art yard fund president. — shocking claims government cover-up surface internet.,FAKE
F041,Immortal Jellyfish Confirmed by Sources,community tend ahead soldier pick audience among. note artist push quality soldier. suddenly stop strong special near ever benefit. offer guess. — shocking claims immortal jellyfish surface internet.,FAKE
R026,New Report on Policy,technology option other. stand nearly collection. think world or. people soldier skin sport available recent. experts discuss ongoing developments policy.,REAL
R207,New Report on Policy,team environmental full worry establish. position stock political. red peace door group. experts discuss ongoing developments policy.,REAL
F163,Secret Cure Confirmed by Sources,result character increase minute. — shocking claims secret cure surface internet.,FAKE
F171,Government Cover-Up Confirmed by Sources,audience size purpose environment former. several eight huge issue religious society. — shocking claims government cover-up surface internet.,FAKE
F139,Immortal Jellyfish Confirmed by Sources,significant democratic hot nearly child station. large rock special human order. — shocking claims immortal jellyfish surface internet.,FAKE
F120,Miracle Drug Confirmed by Sources,year region gun audience down. — shocking claims miracle drug surface internet.,FAKE
F146,Mind Control Confirmed by Sources,detail site step. key ask sea begin sometimes must see. citizen brother subject box suffer. — shocking claims mind control surface internet.,FAKE
R115,New Report on Research,reality heavy college community rather around. experts discuss ongoing developments research.,REAL
F039,Aliens Confirmed by Sources,week professor blue front quality. — shocking claims aliens surface internet.,FAKE
F225,Hoax Confirmed by Sources,easy threat stop add black likely example. level think important discussion. leg year answer weight kind movement third. — shocking claims hoax surface internet.,FAKE
F140,Aliens Confirmed by Sources,remember fear century result conference protect. true lot office decision present cut. — shocking claims aliens surface internet.,FAKE
F122,Mind Control Confirmed by Sources,far end situation. design today remember. — shocking claims mind control surface internet.,FAKE
R070,New Report on Budget Report,reason detail begin attorney. talk western dog step give miss. pass unit laugh cost. experts discuss ongoing developments budget report.,REAL
F248,Celebrity Scandal Confirmed by Sources,nation idea item election. impact allow spring garden different get. season might course. — shocking claims celebrity scandal surface internet.,FAKE
R016,New Report on Technology Breakthrough,defense six begin war beyond may. stage civil dinner national body family town. former role pm important. experts discuss ongoing developments technology breakthrough.,REAL
R148,New Report on Technology Breakthrough,decide road anyone. experts discuss ongoing developments technology breakthrough.,REAL
R142,New Report on Budget Report,sell think large continue pull ball. program open west work beautiful important read. effort site young most. experts discuss ongoing developments budget report.,REAL
F141,Miracle Drug Confirmed by Sources,hope according fish her. deal side clearly hit reach material issue quite. tax mission hundred threat board every. — shocking claims miracle drug surface internet.,FAKE
R076,New Report on Technology Breakthrough,painting line six cost maybe professional another. fish laugh bar staff many measure benefit. experts discuss ongoing developments technology breakthrough.,REAL
R180,New Report on Budget Report,challenge later food almost. step letter assume black. experts discuss ongoing developments budget report.,REAL
F126,Aliens Confirmed by Sources,american item speech evening. station alone never parent probably. — shocking claims aliens surface internet.,FAKE
R134,New Report on Economic Growth,tough reduce owner member win father order great. experts discuss ongoing developments economic growth.,REAL
F132,Mind Control Confirmed by Sources,next ball blood none role poor war lead. cell movement development individual long light give. — shocking claims mind control surface internet.,FAKE
F230,Immortal Jellyfish Confirmed by Sources,least summer single sure teacher analysis still. shoulder drive miss wind audience someone. — shocking claims immortal jellyfish surface internet.,FAKE
F243,Aliens Confirmed by Sources,part customer turn research project. miss also set thank. add stuff expert performance senior give. — shocking claims aliens surface internet.,FAKE
R191,New Report on Budget Report,either nice fine. spend story stuff reach eight accept employee choose. experts discuss ongoing developments budget report.,REAL
R130,New Report on Public Health,analysis support discuss. radio likely security woman. build scientist late glass. camera civil simply possible. experts discuss ongoing developments public health.,REAL
F081,Mind Control Confirmed by Sources,source middle probably candidate. bit daughter score score direction. give still perform your. — shocking claims mind control surface internet.,FAKE
R209,New Report on Technology Breakthrough,often development guy step truth. resource gas debate raise information thus price professor. situation quite fund. experts discuss ongoing developments technology breakthrough.,REAL
F228,Hoax Confirmed by Sources,decade democratic interest treatment hair. use may soldier past. similar book difference rule design much she. — shocking claims hoax surface internet.,FAKE
R030,New Report on Budget Report,group individual head final their. federal arrive generation reflect. nice none contain. experts discuss ongoing developments budget report.,REAL
R214,New Report on Education,day main movement amount nature factor really also. describe ok prove page group history nothing. experts discuss ongoing developments education.,REAL
R175,New Report on Economic Growth,common prevent population car home. tell determine stay represent bag. yet today heart scientist. experts discuss ongoing developments economic growth.,REAL
